review_ID,rating,title,review_content,reviewer,posted_date
Shelbyguy72_2023-11-14,5,Dyson V15Detect,[This review was collected as part of a promotion.] This is our very first Dyson. I can't believe how well this thing works. We absolutely love it. We have 2 dogs with 1 being a Husky and she sheds all the time. We keep her groomed and brush her regularly and it still looks like we have fur babies all over the house. The vacuum gives you the ability to see what you are vacuuming and what you may have missed. It has a bunch of different attachments that are very useful to have. I am so glad we purchased the bigger V15 instead of the V12. We have a larger house so the V15 was well worth are purchase. Thanks Dyson for helping us clean!,Shelbyguy72,2023-11-14T06:50:55
EVbestbuy_2024-08-09,5,Really well built and well though unit,[This review was collected as part of a promotion.] Outstanding unit for two major reasons- first the new hard floor head unit has the green light that shows all dust and second the narrow crack head unit also has a new light that helps when running down dark deep places - also motor auto modulates for equal suction without changing to boost,EVbestbuy,2024-08-09T13:49:27
Trex_2023-09-23,5,Ms,"[This review was collected as part of a promotion.] Love it, wish battery life is longer. Love the extra head and other accessories that comes with it. Highly recommended to those who loves to deep clean the house with pets.",Trex,2023-09-23T00:38:11
Mike_2024-11-13,4,A real mixed bag,"[This review was collected as part of a promotion.] When I first bought this. I liked it a lot. There are some real pros going for this vacuum. It has a light on the hardwood floor attachment so when you’re vacuuming, you can see any dust or dirt. That’s fabulous unfortunately you have to keep changing heads, depending on if you’re on a carpet or hard surface, and it is a heavy vacuum. Also, there are two little round buttons that if you accidentally bumped something, they fall off and break and Dyson won’t replace them Because they call it not normal, where. The vacuum still works without them. I think it’s too much to expect customers never to bump into something with the vacuum cleaner! It cleans well because you can adjust the amount of suction that you need. I would not buy it again. It’s a little heavy for me.",Mike,2024-11-13T14:13:11
bekah717_2024-02-08,5,Overall a winner,"[This review was collected as part of a promotion.] I love most of this Dyson. That being said, the big attachments are great for the floors especially the fluffy one that lights up and shows the dust. It picks up a ton. I have a cat who sheds constantly. And most of the other attachments work great as well especially the one for your furniture/bedding. Now the lighted crevice tool isn’t so great. Yeah it lights up but to me the suction isn’t great. But another great thing about this vacuum is the detachable battery so you can charge it by itself.",bekah717,2024-02-08T17:35:11
Toddp_2024-06-16,5,Excellent Vacuum(s),"This is my 5th Dyson. I’ve had 4 handheld vacuums (a v6- v7 animal- v8 absolute and a v11 animal. This machine is my 5th handled and it’s outstanding. I love the green laser on the fluffy. It’s amazing and gross, how much buildup of hair and dirt is on my hard surfaces. Great choice. I love my Dyson ball too. I have a ton of carpet and it amazes me how much dirt and hair the ball picks up too. I’d recommend the Dyson products to everyone. They are worth the money.",Toddp,2024-06-16T18:41:09
Hillyo_2024-11-28,5,Game changer in the vacuum world,"[This review was collected as part of a promotion.] Absolutely obsessed with this vacuum. Cannot imagine living my life without this thing now that I’ve had it for a few weeks. For years, I’ve wanted a cordless Dyson vacuum and kept pushing it off because of the price point. Well, safe to say I’m THRILLED I finally got the bullet and got one. If you have pets who she’d like crazy, this thing will show you how dirty your floors are no matter how clean you think they are from your shedding pets!!! It cleans on carpet really well too. Cannot imagine not owning a Dyson now that I’ve had it for a few weeks. I vacuum every single day and it picks up so much every day.",Hillyo,2024-11-28T23:35:59
AshleeC_2025-01-11,5,Dyson never disappoints!,"[This review was collected as part of a promotion.] Battery life is incredible compared to previous models. I live that the light on the head of the vacuum shows you invisible dust and dander. The suction level adapts to the level needed when switching from hard wood, linoleum, and then to carpet. I love that the LCD screen shows you exactly what’s been sucked up and how long of a change is left to complete the tasks you need. The reservoir holds quite a bit and is very easy to clean out! Absolutely Love this!",AshleeC,2025-01-11T03:48:42
AmyF_2025-03-24,5,Supreme vacuum,"[This review was collected as part of a promotion.] I’ve been really impressed with the Dyson V15. It’s a powerhouse vacuum that automatically adjusts suction based on the mess, which makes cleaning super easy. Whether you’re switching from hard floors to carpets or dealing with tight corners, it handles everything smoothly. Plus, the battery lasts long enough to get the whole house done in one go. Overall, it’s a great upgrade for anyone who wants an effortless cleaning experience.",AmyF,2025-03-24T01:01:42
Kyle_2023-11-15,5,Best Vacuum I’ve ever bought.,[This review was collected as part of a promotion.] This thing is incredible. With the dust light I have become addicted to cleaning. I love/hate it. It’s very satisfying using this dust light feature and seeing how dirty our floors are before then how clean after. It’s incredibly light and easy to maneuver. My wife loves the detachable heads and accessories. A must have with pets that make your furniture incredibly fuzzy. Highly recommend this vacuum.,Kyle,2023-11-15T18:27:45
RobertC_2023-11-15,5,Easy Choice,[This review was collected as part of a promotion.] I had spent maybe two months deciding if I wanted the V12 version or the V15 version. Definitely glad that I went with the V15. Caught a sale and couldn't be happier. Literally makes you want to vacuum for no reason at all.,RobertC,2023-11-15T04:52:48
NadeemAL_2024-04-08,5,Best Vacuum Cleaner Ever.,"[This review was collected as part of a promotion.] The best vacuum cleaner. A great machine with amazing maneuverability, very smooth on carpets and hard floors with great suction power, it makes cleaning fun and much easier. I bought two, one for me and one as a gift.",NadeemAL,2024-04-08T08:07:09
Bigwake_2024-01-26,5,The Beast is Better Than Ever!,"[This review was collected as part of a promotion.] Since my first upright Animal 15 years ago, Dyson doesn't disappoint. With two 140 lb dogs and 4 very fuzzy cats, we have plenty of hair on everything. This unit really picks up the dirt and hair and gone are the hair clogs on revolving heads. Super long battery life, smart attachments, this new unit will make a fine addition to my other Dyson units in the barn, garage, office and my original Animal still running strong after all these years. You get what you pay for and Dyson is worth the price. Got hair, got dust and dirt - Dyson makes it easy maintenance free cleaning.",Bigwake,2024-01-26T21:25:33
JermondL_2024-09-06,5,Best Investment of the Year,"[This review was collected as part of a promotion.] Better than I could have ever imagined. 1. On my hardwood floors I never imagined I'd see that much debris since I sweep daily, but wow this was an eye opener. My floors are way cleaner now as I now have visibility into how clean they really are. 2. On my carpet, I saw how much was left behind from my previous vacuum cleaner (had to empty the canister twice). 3. In the car, it did the job I usually head to the car wash to handle. One a whole, I'd recommend this vacuum to everyone as it's worth every penny. Hands down the best and most versatile vacuum I've ever owned.",JermondL,2024-09-06T16:52:34
Scollins22_2024-01-12,5,Nothing else but Dyson will do,[This review was collected as part of a promotion.] This is our second Dyson. The old one was a first gen handheld and was really good but this just assures me that getting a new Dyson was the right choice!!!,Scollins22,2024-01-12T22:38:15
Notthefatherlol_2023-12-11,5,If you have dogs and want a deep clean it’s great.,[This review was collected as part of a promotion.] This is my 2’nd Dyson and it’s been an absolute blast. I look forward to vacuuming now and love showing it to my friends when they come over lol.,Notthefatherlol,2023-12-11T02:24:05
NohemiA_2024-04-25,5,Great for pet owners,[This review was collected as part of a promotion.] I have 4 dogs. This vaccum leaves my floors super clean and free of dog hair. You can see what’s not visible at plain sight!!,NohemiA,2024-04-25T22:57:57
CarlosCR_2024-04-09,4,Good at first,[This review was collected as part of a promotion.] It was good at the beginning but eventually ended up having to return it because it was always saying it was clogged,CarlosCR,2024-04-09T18:25:08
RANDALLP_2023-12-30,5,Worth every penny.,"[This review was collected as part of a promotion.] This vacuum is worth the money! We had our previous Dyson for 7 years. It still works fine, it’s just not as young as it used to be. I honestly thought the green light was a gimmick, but find it definitely helps keep you on track to get every speck of dust/dirt. Our home is 2600 sq ft and 90% of that is wood floors. The battery last plenty of time to get the job done. Also, one little thing that is great is the engineers let the wall mounted bracket line up with the holes of our previous Dyson. We hung it back in the same place with no extra holes in the wall.",RANDALLP,2023-12-30T00:18:00
PashaPasha_2024-05-04,5,Dyson Vacuum Gen15,[This review was collected as part of a promotion.] Best vacuum I have ever used in my life ever….. by far! Satisfaction guarante,PashaPasha,2024-05-04T18:44:23
PashaPasha_2024-05-04,5,Dyson Vacuum Gen15,[This review was collected as part of a promotion.] Best vacuum I have ever used in my life ever….. by far! Satisfaction guarante,PashaPasha,2024-05-04T18:44:23
Rcc1_2025-03-27,5,Amazing vacuum,"[This review was collected as part of a promotion.] Excellent vacuum, best I’ve ever owned. Easy to use and very effective.",Rcc1,2025-03-27T22:30:04
SumaiyaS_2024-10-16,5,Vacuum,[This review was collected as part of a promotion.] Good and easy to use very comfortable and easy accessible,SumaiyaS,2024-10-16T00:56:55
MatthewH_2024-11-18,5,I Love My Dyson V15 Detect! Easily Worth The Money,[This review was collected as part of a promotion.] This Dyson V15 is AWESOME! Highly recommend to everyone.,MatthewH,2024-11-18T02:01:12
Bob27_2023-07-28,5,Super vac,"None of the manuals provided information on how to put the pieces together. This model has the built-in crevice tool which made the assembly a bit more tricky. Other than that, this is by far the best vac I have ever used. My last purchase was the v10 and this baby is miles above that model. Love the lighted debris picker upper, the built-in crevice tool; I like how smoothly and easily the wand comes apart to change our heads. I like the elimination system. The standing dock is marvelous. This vac is noticeably more quiet than my previous model. I hope that these positives last and that the vac lives up to my initial impressions for years to come.",Bob27,2023-07-28T22:29:00
BigE_2025-03-23,5,Best vacuum ever.,"I have had this vacuum for two weeks and I have to say it has far exceeded my expectation on what a hand held vacuum can clean. My old Dyson stick vacuum lasted 18 years so I understood you get what you pay for in a vacuum. The new vacuum is so much better than the one It replaced because it picks up so much more pet fur. One review I read said the lady replaced her large push around vacuum with the stick vacuum because the stick vacuum was all she now needed. I did not believe her but, I can now say she is 100% correct. The led light on the hard wood floor attachment is a great addition as you can see what needs to be vacuumed or if you miss a spot. If you are on the fence about buying this vacuum just do it, you will not regret it .",BigE,2025-03-23T13:53:44
Lynn58_2025-03-28,5,Absolutely Brilliant!!!,"Absolutely brilliant!!! Having used only a cylinder Dyson previously I took the plunge and invested in the V15 cordless model and I have not been disappointed. It cleans so much better than I would have expected,considering I hoovered daily. It comes well packaged to the usual Dyson standard and with all the attachments which are easy to swap over when required. The battery lasts long enough to complete all my room's and any added extras I can find to do!!! I found it quieter than my old cylinder model and it saves on power as it switches off when you take your pressure off the on/off switch. Computerised handle showing you all the different types of dust etc being hoovered up is rather interesting [if you like that sort of thing!!] No more leads,hoses being stretched over furniture or searching for attachments, just press and off you go. Emptying is easy with the side lever,it's able to be kept clean with a damp cloth and with a washable filter,what's not to love about this machine. I'm very pleased with my purchase and would highly recommend this model.",Lynn58,2025-03-28T18:30:39
Kelsea_2023-12-08,5,I LOVE this vacuum,"[This review was collected as part of a promotion.] This thing is incredible. Im still trying to figure out if its worth the price tag, however if you have a best buy credit card, they offer affordable, intrest free financing so that's what i opted for. This thing cleans phenominally. I was skeptical at first if this tiny thing would be able to effectively clean my mostly carpet house, but its surpassed my expectations by a ton. I have a kitty who sheds like nothing else and this thing picks up so much fur and dirt. The amount of dirt it picks up is actually kind of scary, but at the same time, i feel better knowing its out of my carpet. The included attachments are so convenient. Im able to vacuum my couch, stairs and corners so easily. Being 32 weeks pregnant, that's a huge bonus for me. Its pretty quiet compared to a plug in vacuum as well. I love that its cordless. No more lugging around a heavy vacuum and plagging it in and having to maneuver around the chord. The battery doesnt last super long especially if you use the boost mode, but i usually use it on auto and im able to get my entire house done and have some battery left and it still picks up a sickly anount of dirt and hair. I actually enjoy vacuuming now and thats something i thought i would never say. My only issue with it is that it struggles with taller carpets like the ones i have in my upstairs. If i run it on anything other than the eco mode, the brushes dont move. With that being said, even on eco mode, it still picks up a ton of stuff. If you have the money and are questioning if this is worth it, i promise you, it is!!",Kelsea,2023-12-08T21:47:22
ERDoc1_2024-07-19,5,Love my Dyson,[This review was collected as part of a promotion.] I’ve had this for several weeks and love it. My precious Dyson lost a lot of suction power after a few years so had to replace. I did a lot of research and watched a lot YouTube reviews. It came down to the Dyson vs Tineco. They were both reviewed as top 2 for sure. The clincher for me was that Tineco had a much smaller collection bin. It was also a bit cheaper. I have a large space to vacuum so I went with Dyson. If you have a lot dog hair empty frequently to or it could jam up. Only downside was the price. But….I guess you get what you pay for sometimes. J also have one of Dysons uprights as well as Tine o floor cleaner. Both excellent brands.,ERDoc1,2024-07-19T15:20:57
Lolabell_2023-09-03,5,"Makes me actually want to vacuum, and cat approved","[This review was collected as part of a promotion.] This vacuum! I live in an old building that is incredibly dusty, have a cat and have sinus issues and allergies - this vacuum has made a real difference. I have had an original ball Dyson for 14+ years, it still works well, but wanted something lighter, quieter, cordless, but still able to really clean. I made the mistake of buying a shark cordless, and it just did not do a good job, so I decided to splurge for the Dyson v15. I”should have started with the Dyson, but am happy I figured it out and now have the Dyson V15 detect. First, the main attachment for rugs and multi-surfaces does as well or better than my old Dyson workhorse. and it’s quieter, which my cat appreciates, he no longer disappears for hours under a bed when I vacuum. I have hardwood floors and area rugs throughout my apartment and my favorite tool and feature is the fluffy floor - optic cleaner head - it is amazing. You might think your floors are clean, but this shows where the dust is and does a remarkable job really cleaning the floors. The fluffy optic head turns and maneuvers easily to fit under just about anything. It is so easy to use, that I am able to do a quick morning and evening pass through the kitchen, halls, and where the litter box lives - and my apartment is much cleaner. actually LIKE using it! The other tools are helpful and have been put to good use, it is easy to empty to bin without mess, it quickly becomes a handheld, it is quieter, holds the charge well, have been able to vacuum the entire apartment without any issues. I never thought I would say this about a vacuum, but I love this machine and actually like vacuuming now.",Lolabell,2023-09-03T15:11:26
